,urunKod,urunAdı,listeFiyatı,kdvOran,marka,kategori,menşei,created_id
185,186,ALPRO PİRİNÇ SÜTÜ 1 L ,15.5,0.08,Alpro,Süt,Türkiye,2020-01-01
186,187,ALPRO SOYA İÇECEĞİ SADE KALSİYUMLU 1 L ,11.9,0.08,Alpro,Süt,Türkiye,2020-01-01
187,188,BALTALI %100 KEÇİ SÜTÜ UHT 1 L ,8.99,0.08,Baltalı,Süt,Türkiye,2020-01-01
188,189,BALTALI %100 KEÇİ SÜTÜ UHT 200 ML ,3.15,0.08,Baltalı,Süt,Türkiye,2020-01-01
189,190,DANONE DISNEY MUZ AROMALI SÜT 180 ML ,1.3,0.08,Danona,Süt,Fransa,2020-01-01
190,191,DANONE DISNEY MUZLU AROMALI SÜT 6X180 ML ,5.5,0.08,Danona,Süt,Fransa,2020-01-01
191,192,DANONE DISNEY ÇİKOLATA AROMALI SÜT 180 ML ,1.3,0.08,Danona,Süt,Fransa,2020-01-01
192,193,DANONE DISNEY ÇİKOLATA AROMALI SÜT 6X180 ML ,5.5,0.08,Danona,Süt,Fransa,2020-01-01
193,194,DANONE DISNEY ÇİLEK AROMALI SÜT 180 ML ,1.3,0.08,Danona,Süt,Fransa,2020-01-01
194,195,DANONE DISNEY ÇİLEK AROMALI SÜT 6X180 ML ,5.5,0.08,Danona,Süt,Fransa,2020-01-01
195,196,DANONE KAKAO AROMALI SÜT 9X180 ML ,6.95,0.08,Danona,Süt,Fransa,2020-01-01
196,197,DANONE TARAFTAR ÇIKOLATALI SÜTLÜ İÇECEK 6*180 ML ,5.5,0.08,Danona,Süt,Fransa,2020-01-01
197,198,DANONE TARAFTAR ÇİKOLATALI SÜTLÜ İÇECEK 180 ML ,1.25,0.08,Danona,Süt,Fransa,2020-01-01
198,199,HERO BABY DEVAM SÜTÜ 4X500 ML ,13.45,0.08,Hero Baby,Süt,İsviçre,2020-01-01
199,200,HERO BABY DEVAM SÜTÜ 500 ML ( 12 - 36 AY ) ,3.45,0.08,Hero Baby,Süt,İsviçre,2020-01-01
200,201,HERO BABY DEVAM SÜTÜ 500 ML ( 6 - 12 AY ) ,3.45,0.08,Hero Baby,Süt,İsviçre,2020-01-01
201,202,İÇİM FİT SÜT ÇİKOLATALI 500 ML ,4.25,0.08,İçim,Süt,Türkiye,2020-01-01
202,203,İÇİM LIGHT SÜT 1 LT ,3.45,0.08,İçim,Süt,Türkiye,2020-01-01
203,204,İÇİM RAHAT LAKTOZSUZ SÜT 1 L ,4.15,0.08,İçim,Süt,Türkiye,2020-01-01
204,205,İÇİM RAHAT LAKTOZSUZ SÜT 200 ML ,1.35,0.08,İçim,Süt,Türkiye,2020-01-01
205,206,İÇİM RAHAT LAKTOZSUZ SÜT 500 ML ,2.49,0.08,İçim,Süt,Türkiye,2020-01-01
206,207,İÇİM SADE SÜT 6X200 ML ,6.25,0.08,İçim,Süt,Türkiye,2020-01-01
207,208,İÇİM SÜT 1 L ,2.69,0.08,İçim,Süt,Türkiye,2020-01-01
208,209,İÇİM SÜT 200 ML ,1.15,0.08,İçim,Süt,Türkiye,2020-01-01
209,210,İÇİM SÜT 4X1 L ,11.95,0.08,İçim,Süt,Türkiye,2020-01-01
210,211,İÇİM SÜT 500 ML ,2.05,0.08,İçim,Süt,Türkiye,2020-01-01
211,212,İÇİM İÇİMİNO MUZLU SÜT 200 ML ,1.15,0.08,İçim,Süt,Türkiye,2020-01-01
212,213,İÇİM İÇİMİNO ÇİKOLATALI SÜT 200 ML ,1.15,0.08,İçim,Süt,Türkiye,2020-01-01
213,214,İÇİM İÇİMİNO ÇİLEKLİ SÜT 200 ML ,1.15,0.08,İçim,Süt,Türkiye,2020-01-01
214,215,İÇİM ŞİŞE SÜT 1 L ,2.69,0.08,İçim,Süt,Türkiye,2020-01-01
215,216,İÇİM ŞİŞE SÜT 500 ML ,2.05,0.08,İçim,Süt,Türkiye,2020-01-01
216,217,KECHEESE %100 KEÇİ SÜTÜ UHT 1 L ,7.45,0.08,Kecheese,Süt,Türkiye,2020-01-01
217,218,MİGROS YARIM YAĞLI UHT SÜT 1000 ML ,1.85,0.08,migros,Süt,Türkiye,2020-01-01
218,219,MİLUPA APTAMİL ÇOCUK 200 ML ,1.9,0.08,milupa,Süt,Almanya,2020-01-01
219,220,MİLUPA APTAMİL ÇOCUK DEVAM SÜTÜ 500 ML ,3.4,0.08,milupa,Süt,Almanya,2020-01-01
220,221,NESQUIK KAKAOLU SÜT 6X180 ML ,6.95,0.08,Nesquik,Süt,İsviçre,2020-01-01
221,222,NESQUİK KAKAOLU SÜT 180 ML ,1.25,0.08,Nesquik,Süt,İsviçre,2020-01-01
222,223,NESQUİK MUZLU SÜT 200 ML ,1.25,0.08,Nesquik,Süt,İsviçre,2020-01-01
223,224,NESQUİK ÇİLEK SÜT 200 ML ,1.25,0.08,Nesquik,Süt,İsviçre,2020-01-01
224,225,PINAR %60 LIGHT SÜT 1 L ,3.6,0.08,Pınar,Süt,Türkiye,2020-01-01
225,226,PINAR %60 LIGHT SÜT 500 ML ,2.3,0.08,Pınar,Süt,Türkiye,2020-01-01
226,227,PINAR BALLI ÇOCUK SÜTÜ 500 ML ,3.25,0.08,Pınar,Süt,Türkiye,2020-01-01
227,228,PINAR DENGE KALSİYUM SÜT 200 ML ,1.49,0.08,Pınar,Süt,Türkiye,2020-01-01
228,229,PINAR EXTRA LIGHT SÜT 1 L ( YAĞSIZ ) ,3.6,0.08,Pınar,Süt,Türkiye,2020-01-01
229,230,PINAR EXTRA LIGHT SÜT 200 ML ( YAĞSIZ ) ,1.35,0.08,Pınar,Süt,Türkiye,2020-01-01
230,231,PINAR EXTRA LIGHT SÜT 4X1 L ( YAĞSIZ ) ,11.95,0.08,Pınar,Süt,Türkiye,2020-01-01
231,232,PINAR EXTRA LIGHT SÜT 500 ML ( YAĞSIZ ) ,2.25,0.08,Pınar,Süt,Türkiye,2020-01-01
232,233,PINAR KİDO KAKAOLU SÜT 200 ML ,1.05,0.08,Pınar,Süt,Türkiye,2020-01-01
233,234,PINAR KİDO KAKAOLU SÜT 6X200 ML ,5.45,0.08,Pınar,Süt,Türkiye,2020-01-01
234,235,PINAR KİDO MUZLU SÜT 200 ML ,1.05,0.08,Pınar,Süt,Türkiye,2020-01-01
235,236,PINAR KİDO MUZLU SÜT 6X200 ML ,5.45,0.08,Pınar,Süt,Türkiye,2020-01-01
236,237,PINAR KİDO ÇİLEKLİ SÜT 200 ML ,1.05,0.08,Pınar,Süt,Türkiye,2020-01-01
237,238,PINAR KİDO ÇİLEKLİ SÜT 6X200 ML ,5.45,0.08,Pınar,Süt,Türkiye,2020-01-01
238,239,PINAR LAKTOZSUZ PROTEİNLİ VANİLYALI SÜT 500 ML ,5.25,0.08,Pınar,Süt,Türkiye,2020-01-01
239,240,PINAR LAKTOZSUZ SÜT 500 ML ,2.5,0.08,Pınar,Süt,Türkiye,2020-01-01
240,241,PINAR LIGHT %60 DAHA AZ YAĞLI SÜT 200 ML ,1.35,0.08,Pınar,Süt,Türkiye,2020-01-01
241,242,PINAR ORGANİK LIGHT SÜT 1 L ,4.5,0.08,Pınar,Süt,Türkiye,2020-01-01
242,243,PINAR ORGANİK LIGHT SÜT 200 ML ,1.85,0.08,Pınar,Süt,Türkiye,2020-01-01
243,244,PINAR ORGANİK SÜT 1 L ,4.5,0.08,Pınar,Süt,Türkiye,2020-01-01
244,245,PINAR ORGANİK SÜT 200 ML ,1.75,0.08,Pınar,Süt,Türkiye,2020-01-01
245,246,PINAR ORGANİK SÜT 500 ML ,2.99,0.08,Pınar,Süt,Türkiye,2020-01-01
246,247,PINAR ORGANİK SÜT 6X200 ML ,9.9,0.08,Pınar,Süt,Türkiye,2020-01-01
247,248,PINAR SÜT 1 L ,2.9,0.08,Pınar,Süt,Türkiye,2020-01-01
248,249,PINAR SÜT 200 ML ,1.1,0.08,Pınar,Süt,Türkiye,2020-01-01
249,250,PINAR SÜT 4X1 L ,11.95,0.08,Pınar,Süt,Türkiye,2020-01-01
250,251,PINAR SÜT 500 ML ,1.55,0.08,Pınar,Süt,Türkiye,2020-01-01
251,252,PINAR SÜT 6X200 ML ,7.5,0.08,Pınar,Süt,Türkiye,2020-01-01
252,253,PINAR SÜT DENGE LAKTOZSUZ 1 L ,4.2,0.08,Pınar,Süt,Türkiye,2020-01-01
253,254,PINAR SÜT DENGE LAKTOZSUZ 200 ML ,1.49,0.08,Pınar,Süt,Türkiye,2020-01-01
254,255,PINAR YARIM YAĞLI LAKTOZSUZ SÜT 6X200 ML ,7.95,0.08,Pınar,Süt,Türkiye,2020-01-01
255,256,PINAR ÇOCUK DEVAM SÜTÜ 1 YAŞ ÜSTÜ 4X500 ML ,12.75,0.08,Pınar,Süt,Türkiye,2020-01-01
256,257,PINAR ÇOCUK DEVAM SÜTÜ 200 ML ,1.55,0.08,Pınar,Süt,Türkiye,2020-01-01
257,258,PINAR ÇOCUK DEVAM SÜTÜ 500 ML ,3.25,0.08,Pınar,Süt,Türkiye,2020-01-01
258,259,PINAR ÇOCUK DEVAM SÜTÜ 6X200 ML ,10.8,0.08,Pınar,Süt,Türkiye,2020-01-01
259,260,PINAR İLK ADIM DEVAM SÜTÜ 200 ML ,1.35,0.08,Pınar,Süt,Türkiye,2020-01-01
260,261,SEK %50 AZ YAĞLI SÜT 1 L ,3.35,0.08,Sek,Süt,Türkiye,2020-01-01
261,262,SEK DEVAM SÜTÜ 500 ML ,2.25,0.08,Sek,Süt,Türkiye,2020-01-01
262,263,SEK KAKAOLU SÜT 200 ML ,1.2,0.08,Sek,Süt,Türkiye,2020-01-01
263,264,SEK KAKAOLU SÜT 6X200 ML ,6.5,0.08,Sek,Süt,Türkiye,2020-01-01
264,265,SEK LIGHT SÜT 1 L ,3.35,0.08,Sek,Süt,Türkiye,2020-01-01
265,266,SEK LIGHT SÜT 200 ML ,1.0,0.08,Sek,Süt,Türkiye,2020-01-01
266,267,SEK LIGHT SÜT 500 ML ,1.85,0.08,Sek,Süt,Türkiye,2020-01-01
267,268,SEK MUZLU SÜT 200 ML ,1.2,0.08,Sek,Süt,Türkiye,2020-01-01
268,269,SEK SÜT 1 L ,3.1,0.08,Sek,Süt,Türkiye,2020-01-01
269,270,SEK SÜT 200 ML ,1.0,0.08,Sek,Süt,Türkiye,2020-01-01
270,271,SEK SÜT 4X1 L ,12.35,0.08,Sek,Süt,Türkiye,2020-01-01
271,272,SEK SÜT 500 ML ,1.79,0.08,Sek,Süt,Türkiye,2020-01-01
272,273,SEK ÇİLEKLİ SÜT 200 ML ,1.2,0.08,Sek,Süt,Türkiye,2020-01-01
273,274,SÜTAŞ SÜT YAĞLI 1 L ,3.45,0.08,Sütaş,Süt,Türkiye,2020-01-01
274,275,SÜTAŞ SÜT YAĞLI 200 ML ,1.0,0.08,Sütaş,Süt,Türkiye,2020-01-01
275,276,SÜTAŞ ÇİKOLATALI SÜT 200 ML ,1.15,0.08,Sütaş,Süt,Türkiye,2020-01-01
276,277,TORKU KAKAOLU SÜT 180 ML ,1.1,0.08,Torku,Süt,Türkiye,2020-01-01
277,278,TORKU KAKAOLU SÜT 6X180 ML ,6.5,0.08,Torku,Süt,Türkiye,2020-01-01
278,279,TORKU MUZLU SÜT 180 ML ,1.1,0.08,Torku,Süt,Türkiye,2020-01-01
279,280,TORKU SÜT 4X1 L ,12.95,0.08,Torku,Süt,Türkiye,2020-01-01
280,281,TORKU UHT SÜT 1 L ,2.95,0.08,Torku,Süt,Türkiye,2020-01-01
281,282,TORKU UHT SÜT 500 ML ,1.75,0.08,Torku,Süt,Türkiye,2020-01-01
282,283,TORKU ÇİLEKLİ SÜT 180 ML ,1.1,0.08,Torku,Süt,Türkiye,2020-01-01
283,284,YÖRSAN SÜT 1 L ,3.15,0.08,Yörsan,Süt,Türkiye,2020-01-01
284,285,YÖRSAN ÇİKOLATALI SÜT 200 ML ,1.0,0.08,Yörsan,Süt,Türkiye,2020-01-01
285,286,YÖRSAN ÇİKOLATALI SÜT 6X200 ML ,5.95,0.08,Yörsan,Süt,Türkiye,2020-01-01
286,287,YÖRSAN ÇİLEKLI SÜT 200 ML ,1.0,0.08,Yörsan,Süt,Türkiye,2020-01-01
287,288,*MİGROS AZ YAĞLI BEYAZ PEYNİR 500 GR ,6.5,0.08,migros,Peynir,Türkiye,2020-01-01
288,289,*MİGROS BEYAZ PEYNİR 1000 GR ,11.25,0.08,migros,Peynir,Türkiye,2020-01-01
289,290,*MİGROS EZİNE KEÇİ PEYNİRİ 600 GR ,18.75,0.08,migros,Peynir,Türkiye,2020-01-01
290,291,*MİGROS EZİNE KOYUN PEYNİRİ 600 GR ,18.75,0.08,migros,Peynir,Türkiye,2020-01-01
291,292,*MİGROS EZİNE İNEK PEYNİRİ 600 GR ,11.25,0.08,migros,Peynir,Türkiye,2020-01-01
292,293,*MİGROS EZİNE İNEK PEYNİRİ DİLİMLİ 600 GR ,12.25,0.08,migros,Peynir,Türkiye,2020-01-01
293,294,*MİGROS KEÇİ PEYNİRİ 350 GR ,7.5,0.08,migros,Peynir,Türkiye,2020-01-01
294,295,*MİGROS KOYUN PEYNİRİ 350 GR ,7.5,0.08,migros,Peynir,Türkiye,2020-01-01
295,296,*MİGROS TAM YAĞLI KOYUN PEYNİR 650 GR ( TENEKE ) ,19.9,0.08,migros,Peynir,Türkiye,2020-01-01
296,297,AKDU TAM YAĞLI BERGAMA TULUM PEYNİRİ KG ,36.9,0.08,Akdu,Peynir,Türkiye,2020-01-01
297,298,AKPINAR T. Y. OLGUNLAŞTIRILMIŞ TULUM PEYNİRİ KG ,28.9,0.08,Akpınar,Peynir,Türkiye,2020-01-01
298,299,ALTINKILIÇ DİLİMLİ 3 FARKLI TAT 450 G ,21.45,0.08,Altınkılıç,Peynir,Türkiye,2020-01-01
299,300,ALTINKILIÇ EZINE 3 DILIM KLASIK PEYNIR 450 G ,17.9,0.08,Altınkılıç,Peynir,Türkiye,2020-01-01
300,301,ALTINKILIÇ EZINE KLASIK PEYNIR 500 G ,17.9,0.08,Altınkılıç,Peynir,Türkiye,2020-01-01
301,302,ALTINKILIÇ İZMİR TULUM PEYNİRİ 300 GR ,13.45,0.08,Altınkılıç,Peynir,Türkiye,2020-01-01
302,303,ANADOLU LEZZETLERI CORUM KARGI TULUM PEYNIRI ,89.0,0.08,anadolu lezzetleri,Peynir,Türkiye,2020-01-01
303,304,ARİSTE 1 DİLİM PEYNİR 50 G ,2.5,0.08,Ariste,Peynir,Türkiye,2020-01-01
304,305,ARİSTE DİLİMLİ BEYAZ PEYNİR 250 GR ,9.9,0.08,Ariste,Peynir,Türkiye,2020-01-01
305,306,ARİSTE ERZİNCAN TULUM PEYNİRİ 250 GR ,11.45,0.08,Ariste,Peynir,Türkiye,2020-01-01
306,307,ARİSTE EZİNE KEÇİ PEYNİRİ 600 GR. ,25.9,0.08,Ariste,Peynir,Türkiye,2020-01-01
307,308,ARİSTE EZİNE KOYUN PEYNİRİ 600G. ,25.9,0.08,Ariste,Peynir,Türkiye,2020-01-01
308,309,ARİSTE EZİNE İNEK PEYNİRİ 600G. ,20.95,0.08,Ariste,Peynir,Türkiye,2020-01-01
309,310,ARİSTE KLASİK İNEK PEYNİRİ KG ,25.9,0.08,Ariste,Peynir,Türkiye,2020-01-01
310,311,ARİSTE MEYVELİ MİSKET TULUM PEYNİRİ 150 GR ,9.9,0.08,Ariste,Peynir,Türkiye,2020-01-01
311,312,ARİSTE İZMİR TULUM PEYNİRİ 300 G ,15.95,0.08,Ariste,Peynir,Türkiye,2020-01-01
312,313,BAHÇIVAN BEMBEYAZ LIGHT BEYAZ PEYNİR 500 GR ,6.95,0.08,Bahçıvan,Peynir,Türkiye,2020-01-01
313,314,BAHÇIVAN BEMBEYAZ SÜZME PEYNIR 800 G ,13.95,0.08,Bahçıvan,Peynir,Türkiye,2020-01-01
314,315,BAHÇIVAN BEMBEYAZ TAM YAĞLI SÜZME PEYNİR 500 GR ,6.95,0.08,Bahçıvan,Peynir,Türkiye,2020-01-01
315,316,BAHÇIVAN DİLİMLİ BEYAZ PEYNİR 420 GR ,12.95,0.08,Bahçıvan,Peynir,Türkiye,2020-01-01
316,317,BAHÇIVAN KLASİK BEYAZ PEYNİR 450 GR ,16.9,0.08,Bahçıvan,Peynir,Türkiye,2020-01-01
317,318,BAHÇIVAN LAKTOZSUZ SÜZME TAZE BEYAZ PEYNİR 500 G ,8.99,0.08,Bahçıvan,Peynir,Türkiye,2020-01-01
318,319,BAHÇIVAN LIGHT DİLİMLİ BEYAZ PEYNİR 420 GR ,13.45,0.08,Bahçıvan,Peynir,Türkiye,2020-01-01
319,320,BALTALI %100 KEÇİ PEYNİRİ 350 GR ,22.95,0.08,Baltalı,Peynir,Türkiye,2020-01-01
320,321,BALTALI %100 KEÇİ SEFERİ HİSAR LIGHT PEYNİR 350 GR ,23.5,0.08,Baltalı,Peynir,Türkiye,2020-01-01
321,322,BALTALI %100 KEÇİ TULUM PEYNİRİ 350 GR ,24.5,0.08,Baltalı,Peynir,Türkiye,2020-01-01
322,323,CEBEL ÇÖREKOTLU TULUM PEYNİRİ 500 GR ,11.95,0.08,Cebel,Peynir,Türkiye,2020-01-01
323,324,DOĞRULUK EZİNE KEÇİ PEYNİRİ 350 GR ,14.9,0.08,Doğruluk,Peynir,Türkiye,2020-01-01
324,325,DOĞRULUK EZİNE KOYUN PEYNİRİ KG ,32.9,0.08,Doğruluk,Peynir,Türkiye,2020-01-01
325,326,DOĞRULUK EZİNE İNEK PEYNİRİ 600 GR ,18.99,0.08,Doğruluk,Peynir,Türkiye,2020-01-01
326,327,DOĞRULUK TRUVA EZİNE KEÇİ PEYNİRİ 600 GR ,25.9,0.08,Doğruluk,Peynir,Türkiye,2020-01-01
327,328,DOĞRULUK TRUVA EZİNE KEÇİ PEYNİRİ KG ,32.9,0.08,Doğruluk,Peynir,Türkiye,2020-01-01
328,329,DOĞRULUK TRUVA EZİNE KOYUN PEYNİRİ 600 GR ,25.9,0.08,Doğruluk,Peynir,Türkiye,2020-01-01
329,330,EKİCİ BEYAZ PEYNİR KG ,18.95,0.08,Ekici,Peynir,Türkiye,2020-01-01
330,331,EKİCİ LOKUM KIVAMINDA TAM YAĞLI BEYAZ PEYNİR 1000 GR ,15.9,0.08,Ekici,Peynir,Türkiye,2020-01-01
331,332,ELTA ADA ORGANİK TAM YAĞLI BEYAZ PEYNİR 650 GR ,29.9,0.08,Elta Ada,Peynir,Türkiye,2020-01-01
332,333,ERSOY ERZİNCAN TULUM KG  ( 100 KOYUN SÜTÜ ) ,36.9,0.08,Ersoy Erzincan,Peynir,Türkiye,2020-01-01
333,334,F.G. KLASİK İNEK PEYNİRİ KG ,22.45,0.08,FG,Peynir,Türkiye,2020-01-01
334,335,IPEK ÇIFTLIĞI TAM YAĞLI BEYAZ PEYNIR 600 G ,17.9,0.08,İpek,Peynir,Türkiye,2020-01-01
335,336,İPEK ÇİFTLİĞİ BERGAMA TULUMU KG ,29.9,0.08,İpek,Peynir,Türkiye,2020-01-01
336,337,İÇIM SÜZME PEYNIR 250 GR ,5.4,0.08,İçim,Peynir,Türkiye,2020-01-01
337,338,İÇİM GURME BEYAZ PEYNİR 1000 G ,22.75,0.08,İçim,Peynir,Türkiye,2020-01-01
338,339,İÇİM LIGHT BEYAZ PEYNİR 500 GR ,10.4,0.08,İçim,Peynir,Türkiye,2020-01-01
339,340,İÇİM SÜZME PEYNİR 1000 GR ,15.4,0.08,İçim,Peynir,Türkiye,2020-01-01
340,341,İÇİM SÜZME PEYNİR 500 GR ,7.95,0.08,İçim,Peynir,Türkiye,2020-01-01
341,342,İÇİM TAM YAĞLI BEYAZ PEYNİR 1000 GR ,13.45,0.08,İçim,Peynir,Türkiye,2020-01-01
342,343,İÇİM TAM YAĞLI BEYAZ PEYNİR 500 GR ,7.95,0.08,İçim,Peynir,Türkiye,2020-01-01
343,344,İÇİM TAM YAĞLI TAZE BEYAZ PEYNİR 250 G ,5.4,0.08,İçim,Peynir,Türkiye,2020-01-01
344,345,KARLIDAĞ TAM YAĞLI BEYAZ PEYNİR KG ,11.95,0.08,Karlıdağ,Peynir,Türkiye,2020-01-01
345,346,KECHEESE %100 KEÇİ BEYAZ PEYNİRİ 450 GR ,14.95,0.08,Kecheese,Peynir,Türkiye,2020-01-01
346,347,KIRITAKLAR İZMİR TULUMU KG ( KOYUN SÜTÜ ) ,34.9,0.08,Kırıtaklar,Peynir,Türkiye,2020-01-01
347,348,MURATBEY SÜRMELİ TAZE PEYNİR KG ,16.9,0.08,Muratbey,Peynir,Türkiye,2020-01-01
348,349,P.E. 810 EZİNE KLASİK İNEK PEYNİRİ KG ,26.9,0.08,PE,Peynir,Türkiye,2020-01-01
349,350,PINAR LAKTOZSUZ BEYAZ PEYNİR 400 GR ,13.95,0.08,Pınar,Peynir,Türkiye,2020-01-01
350,351,PINAR LIGHT BEYAZ PEYNİR 400 GR ,12.99,0.08,Pınar,Peynir,Türkiye,2020-01-01
351,352,PINAR ORGANİK BEYAZ PEYNİR 400 GR ,15.9,0.08,Pınar,Peynir,Türkiye,2020-01-01
352,353,PINAR SÜZME PEYNİR 100 GR ,3.25,0.08,Pınar,Peynir,Türkiye,2020-01-01
353,354,PINAR SÜZME PEYNİR 250 G ,5.45,0.08,Pınar,Peynir,Türkiye,2020-01-01
354,355,PINAR SÜZME PEYNİR 500 GR ,9.9,0.08,Pınar,Peynir,Türkiye,2020-01-01
355,356,PINAR TAM YAĞLI BEYAZ PEYNİR 400 GR ,12.45,0.08,Pınar,Peynir,Türkiye,2020-01-01
356,357,PINAR TAM YAĞLI BEYAZ PEYNİR 800 GR ,22.99,0.08,Pınar,Peynir,Türkiye,2020-01-01
357,358,SAVAK ERZİNCAN TULUM PEYNİRİ KG (% 100 KOYUN SÜTÜ ) ,33.9,0.08,Savak,Peynir,Türkiye,2020-01-01
358,359,SEK BEYAZ PEYNİR 1000 GR ,16.45,0.08,Sek,Peynir,Türkiye,2020-01-01
359,360,SERCAN TAM YAĞLI OLGUNLAŞTIRILMIŞ BEYAZ PEYNİR KG ,25.45,0.08,Sercan,Peynir,Türkiye,2020-01-01
360,361,SÜTAŞ LIGHT BEYAZ PEYNİR 700 GR ,11.75,0.08,Sütaş,Peynir,Türkiye,2020-01-01
361,362,SÜTAŞ SÜZME PEYNİR 250 GR ,4.95,0.08,Sütaş,Peynir,Türkiye,2020-01-01
362,363,SÜTAŞ SÜZME PEYNİR 500 GR ,8.95,0.08,Sütaş,Peynir,Türkiye,2020-01-01
363,364,SÜTAŞ TAM YAĞLI BEYAZ PEYNİR 1000 GR ,17.9,0.08,Sütaş,Peynir,Türkiye,2020-01-01
364,365,SÜTAŞ TAM YAĞLI BEYAZ PEYNİR 500 GR ,7.45,0.08,Sütaş,Peynir,Türkiye,2020-01-01
365,366,TACİROĞLU KEÇİ BEYAZ PEYNİRİ 600 G ,17.9,0.08,Taciroğlu,Peynir,Türkiye,2020-01-01
366,367,TACİROĞLU KLASİK BEYAZ PEYNİR 600 G ,16.9,0.08,Taciroğlu,Peynir,Türkiye,2020-01-01
367,368,TACİROĞLU TULUM PEYNİRİ 250 GR ,10.25,0.08,Taciroğlu,Peynir,Türkiye,2020-01-01
368,369,TACİROĞLU ÖZEL ÜRETİM BEYAZ PEYNİR 600 GR ,15.45,0.08,Taciroğlu,Peynir,Türkiye,2020-01-01
369,370,TAHSİLDAROĞLU EZİNE KEÇİ DİLİMLİ PEYNİRİ 525 GR ,18.9,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
370,371,TAHSİLDAROĞLU EZİNE KEÇİ PEYNİRİ 600 GR ,18.9,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
371,372,TAHSİLDAROĞLU EZİNE KEÇİ PEYNİRİ VAKUMLU KG ,32.9,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
372,373,TAHSİLDAROĞLU EZİNE KLASİK BEYAZ PEYNİR 1200 GR ,37.9,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
373,374,TAHSİLDAROĞLU EZİNE KLASİK DİLİMLİ PEYNİR 525 GR ,21.45,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
374,375,TAHSİLDAROĞLU EZİNE KLASİK İNEK PEYNİRİ 600 GR ,21.45,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
375,376,TAHSİLDAROĞLU EZİNE KOYUN DİLİMLİ PEYNİR 525 GR ,18.9,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
376,377,TAHSİLDAROĞLU EZİNE KOYUN PEYNİRİ 350 GR ,13.25,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
377,378,TAHSİLDAROĞLU EZİNE KOYUN PEYNİRİ 600 GR ,18.9,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
378,379,TAHSİLDAROĞLU EZİNE KOYUN PEYNİRİ VAKUMLU KG ,32.9,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
379,380,TAHSİLDAROĞLU EZİNE İNEK PEYNİRİ 350 GR ,11.95,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
380,381,TAHSİLDAROĞLU KLASİK EZİNE İNEK PEYNİRİ KG ,23.9,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
381,382,TAHSİLDAROĞLU TAM YAĞLI BEYAZ PEYNİR 800 GR ,13.9,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
382,383,TAHSİLDAROĞLU İZMİR TULUM PEYNİRİ 350 GR ,13.45,0.08,Tahsildaroğlu,Peynir,Türkiye,2020-01-01
383,384,TEKSÜT SÜZME BEYAZ PEYNİR 500 G ,6.75,0.08,Teksüt,Peynir,Türkiye,2020-01-01
384,385,TORKU SÜZME PEYNİR 450 GR ,6.95,0.08,Torku,Peynir,Türkiye,2020-01-01
385,386,TORKU TAM YAĞLI BEYAZ PEYNİR 1000 GR ,12.25,0.08,Torku,Peynir,Türkiye,2020-01-01
386,387,TRAKYA ÇİFTLİĞİ KEÇİ PEYNİRİ 200 GR ,11.9,0.08,Trakya Çiftliği,Peynir,Türkiye,2020-01-01
387,388,ÜNAL LÜKS KLASİK İNEK PEYNİRİ KG ,27.9,0.08,Ünal,Peynir,Türkiye,2020-01-01
388,389,YARDIMCI EDİRNE TAM YAĞLI BEYAZ PEYNİR KG ,21.9,0.08,yardımcı,Peynir,Türkiye,2020-01-01
389,390,YÖRSAN LIGHT BEYAZ PEYNİR 500 GR ,9.95,0.08,Yörsan,Peynir,Türkiye,2020-01-01
390,391,YÖRSAN TAM YAĞLI BEYAZ PEYNİR 500 GR ,8.5,0.08,Yörsan,Peynir,Türkiye,2020-01-01
391,392,YÖRSAN TAM YAĞLI BEYAZ İNEK PEYNİRİ 1000 GR ,12.95,0.08,Yörsan,Peynir,Türkiye,2020-01-01
392,393,YÖRSAN TAM YAĞLI TAZE BEYAZ PEYNİR KG ,15.9,0.08,Yörsan,Peynir,Türkiye,2020-01-01
393,394,*MİGROS DİLİMLİ KAŞAR PEYNİRİ 225 GR ,5.99,0.08,migros,Peynir,Türkiye,2020-01-01
394,395,*MİGROS ESKİ KAŞAR PEYNİRİ 400 GR ,10.85,0.08,migros,Peynir,Türkiye,2020-01-01
395,396,*MİGROS SÜT KAŞARI KG ,23.5,0.08,migros,Peynir,Türkiye,2020-01-01
396,397,*MİGROS TAZE KAŞAR PEYNİRİ 400 GR ,9.9,0.08,migros,Peynir,Türkiye,2020-01-01
397,398,*MİGROS TAZE KAŞAR PEYNİRİ 700 GR ,13.95,0.08,migros,Peynir,Türkiye,2020-01-01
